Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Corn,Corn prices are steady.,0.4,neutral,Market Analysis,694,0%,Agriculture
Oil,Oil prices are dropping.,0.3,down,Social Media,742,-3%,Manufacturing
Milk,Milk prices are steady.,0.4,neutral,Government Report,1720,0%,Technology
Tea,Tea production is stable.,0.6,down,News Website,1172,-9%,Agriculture
Sugar,Sugar demand is rising.,0.6,down,Social Media,1489,-2%,Technology
Milk,Milk prices are steady.,0.4,up,News Website,669,6%,Commodity
Sugar,Sugar market is stable.,0.3,up,News Website,1699,6%,Commodity
Sugar,Sugar demand is rising.,0.4,neutral,News Website,854,0%,Technology
Coffee,Coffee prices are decreasing.,0.9,neutral,Social Media,560,0%,Technology
Fruit,Fruit prices are going up.,0.9,up,Market Analysis,1898,4%,Manufacturing
Rice,Rice market is unstable.,0.6,up,Market Analysis,1699,6%,Technology
Wheat,Wheat production is high.,0.4,up,Government Report,725,5%,Commodity
Milk,Milk prices are steady.,0.4,down,News Website,1606,-9%,Manufacturing
Electronics,Electronics sales are down.,0.9,up,Government Report,740,7%,Manufacturing
Milk,Milk market is fluctuating.,0.7,down,Market Analysis,1310,-1%,Technology
Coffee,Coffee market is steady.,0.7,down,Social Media,1879,-6%,Technology
Fruit,Fruit demand is steady.,0.2,up,News Website,1774,1%,Manufacturing
Corn,Corn production is high.,0.7,neutral,Social Media,1301,0%,Commodity
Sugar,Sugar demand is rising.,0.9,up,Social Media,1164,9%,Commodity
Corn,Corn production is high.,0.7,down,Government Report,573,-5%,Technology
Fruit,Fruit market is fluctuating.,0.2,up,News Website,762,8%,Commodity
Fruit,Fruit production is decreasing.,0.5,down,Social Media,1858,-7%,Manufacturing
Electronics,Electronics sales are down.,0.4,down,Social Media,961,-8%,Technology
Oil,Oil prices are fluctuating.,0.6,up,News Website,1310,9%,Technology
Rice,Rice prices are increasing.,0.6,neutral,Social Media,1055,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.6,neutral,Government Report,1313,0%,Manufacturing
Corn,Corn production is high.,0.9,up,News Website,1658,1%,Technology
Corn,Corn market is stable.,0.7,neutral,Market Analysis,1578,0%,Agriculture
Coffee,Coffee market is steady.,0.4,down,Market Analysis,554,-7%,Manufacturing
Sugar,Sugar market is stable.,0.5,down,Market Analysis,1450,-1%,Commodity
Rice,Rice prices are fluctuating.,0.4,down,News Website,1074,-2%,Manufacturing
Fruit,Fruit production is decreasing.,0.9,down,News Website,993,-6%,Technology
Rice,Rice prices are increasing.,0.8,up,Government Report,925,6%,Manufacturing
Electronics,Electronics sales are booming.,0.3,up,Market Analysis,1796,7%,Commodity
Sugar,Sugar prices are increasing.,0.6,down,Government Report,1629,-4%,Technology
Oil,Oil market is recovering.,0.3,up,News Website,1096,7%,Manufacturing
Fruit,Fruit production is decreasing.,0.9,up,News Website,1611,2%,Manufacturing
Electronics,Electronics prices are declining.,0.8,neutral,Government Report,1623,0%,Agriculture
Sugar,Sugar market is stable.,0.7,up,Government Report,1829,2%,Manufacturing
Rice,Rice market is unstable.,0.3,neutral,Market Analysis,1123,0%,Technology
Oil,Oil demand is increasing.,0.5,up,News Website,1871,1%,Technology
Corn,Corn production is lower than expected.,0.3,neutral,Government Report,565,0%,Manufacturing
Wheat,Wheat production is high.,0.6,up,News Website,674,4%,Agriculture
Sugar,Sugar market is stable.,0.6,neutral,Government Report,1796,0%,Manufacturing
Milk,Milk prices are increasing.,0.7,down,News Website,907,-9%,Commodity
Tea,Tea demand is stable.,0.6,down,Market Analysis,1905,-3%,Manufacturing
Tea,Tea demand is stable.,0.2,up,Market Analysis,1007,8%,Commodity
Coffee,Coffee prices are volatile.,0.9,up,Government Report,1562,1%,Manufacturing
Milk,Milk prices are increasing.,0.3,neutral,Government Report,1807,0%,Commodity
Sugar,Sugar demand is rising.,0.7,neutral,Government Report,984,0%,Agriculture
Tea,Tea demand is stable.,0.4,neutral,Social Media,1098,0%,Agriculture
Wheat,Wheat market is stable.,0.8,down,Government Report,1184,-1%,Commodity
Corn,Corn prices are steady.,0.9,neutral,Market Analysis,1567,0%,Agriculture
Oil,Oil demand is increasing.,0.4,down,Government Report,602,-4%,Technology
Wheat,Wheat production is high.,0.9,up,Government Report,1690,3%,Manufacturing
Coffee,Coffee production is increasing.,0.2,neutral,Social Media,704,0%,Commodity
Milk,Milk market is fluctuating.,0.3,up,News Website,753,5%,Agriculture
Corn,Corn production is high.,0.7,down,Market Analysis,1134,-5%,Agriculture
Rice,Rice market is unstable.,0.9,up,Government Report,1252,8%,Commodity
Coffee,Coffee production is increasing.,0.6,up,Market Analysis,959,6%,Manufacturing
Corn,Corn production is high.,0.5,down,Government Report,1596,-8%,Commodity
Sugar,Sugar demand is rising.,0.9,down,Government Report,759,-9%,Commodity
Sugar,Sugar market is stable.,0.6,neutral,News Website,1401,0%,Technology
Electronics,Electronics market is growing.,0.7,down,Social Media,1962,-8%,Commodity
Corn,Corn prices are steady.,0.6,neutral,Government Report,1598,0%,Commodity
Oil,Oil prices are dropping.,0.2,up,News Website,1144,8%,Commodity
Wheat,Wheat production is high.,0.6,neutral,Market Analysis,1691,0%,Manufacturing
Electronics,Electronics sales are down.,0.4,up,News Website,791,2%,Manufacturing
Corn,Corn prices are steady.,0.9,down,Social Media,667,-2%,Technology
Sugar,Sugar prices are volatile.,0.6,neutral,Market Analysis,612,0%,Commodity
Oil,Oil demand is increasing.,0.7,up,Market Analysis,869,9%,Technology
Coffee,Coffee prices are volatile.,0.4,neutral,Social Media,1249,0%,Manufacturing
Tea,Tea demand is stable.,0.6,neutral,Market Analysis,1444,0%,Agriculture
Sugar,Sugar demand is rising.,0.5,down,Market Analysis,1568,-5%,Manufacturing
Corn,Corn market is stable.,0.9,neutral,Market Analysis,1101,0%,Agriculture
Tea,Tea demand is stable.,0.5,neutral,Government Report,1767,0%,Technology
Electronics,Electronics prices are declining.,0.9,up,Market Analysis,511,3%,Agriculture
Coffee,Coffee prices are decreasing.,0.3,up,Government Report,1276,3%,Manufacturing
Sugar,Sugar prices are volatile.,0.7,down,Government Report,1962,-2%,Manufacturing
Corn,Corn market is stable.,0.5,up,News Website,1284,8%,Manufacturing
Electronics,Electronics sales are booming.,0.9,neutral,News Website,609,0%,Manufacturing
Oil,Oil prices are dropping.,0.4,neutral,Government Report,546,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.5,up,Social Media,1505,4%,Manufacturing
Rice,Rice market is unstable.,0.2,down,Market Analysis,1951,-5%,Agriculture
Oil,Oil prices are dropping.,0.9,down,Market Analysis,1571,-4%,Technology
Milk,Milk prices are steady.,0.5,neutral,Social Media,967,0%,Agriculture
Oil,Oil demand is increasing.,0.7,up,News Website,1017,2%,Commodity
Corn,Corn prices are steady.,0.3,down,Market Analysis,617,-1%,Agriculture
Wheat,Wheat market is stable.,0.8,down,Government Report,1643,-5%,Manufacturing
Tea,Tea prices are on the rise.,0.8,neutral,Government Report,1389,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.8,down,Social Media,1717,-4%,Agriculture
Corn,Corn production is high.,0.8,up,News Website,1496,8%,Manufacturing
Electronics,Electronics market is growing.,0.4,neutral,Government Report,1868,0%,Manufacturing
Tea,Tea production is stable.,0.7,up,Government Report,780,7%,Manufacturing
Corn,Corn production is high.,0.7,down,Government Report,1914,-5%,Agriculture
Coffee,Coffee prices are volatile.,0.3,up,News Website,1203,6%,Agriculture
Corn,Corn production is high.,0.4,up,Government Report,1588,9%,Manufacturing
Electronics,Electronics sales are down.,0.6,up,Social Media,1670,6%,Manufacturing
Electronics,Electronics sales are down.,0.2,up,Market Analysis,743,4%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.4,neutral,News Website,1814,0%,Agriculture
Milk,Milk prices are increasing.,0.7,up,Government Report,874,2%,Manufacturing
Electronics,Electronics sales are down.,0.4,neutral,Government Report,1735,0%,Commodity
Milk,Milk prices are increasing.,0.7,down,News Website,879,-9%,Commodity
Corn,Corn market is stable.,0.3,neutral,News Website,1565,0%,Technology
Corn,Corn production is high.,0.8,down,Market Analysis,956,-9%,Commodity
Sugar,Sugar prices are increasing.,0.3,up,Social Media,1442,6%,Technology
Tea,Tea market is growing.,0.4,neutral,Market Analysis,1937,0%,Commodity
Oil,Oil prices are dropping.,0.7,down,Government Report,1230,-7%,Technology
Coffee,Coffee prices are decreasing.,0.6,up,Market Analysis,1084,8%,Technology
Sugar,Sugar market is stable.,0.9,down,News Website,571,-9%,Technology
Milk,Milk market is fluctuating.,0.9,neutral,Market Analysis,1021,0%,Agriculture
Milk,Milk prices are increasing.,0.8,up,News Website,1937,3%,Agriculture
Wheat,Wheat prices are expected to rise.,0.9,down,News Website,1536,-7%,Technology
Coffee,Coffee prices are volatile.,0.3,neutral,News Website,1248,0%,Agriculture
Coffee,Coffee prices are decreasing.,0.7,neutral,Market Analysis,886,0%,Technology
Sugar,Sugar market is stable.,0.6,down,News Website,1236,-4%,Agriculture
Fruit,Fruit prices are going up.,0.6,up,Social Media,1144,4%,Commodity
Sugar,Sugar prices are increasing.,0.3,down,News Website,1432,-1%,Commodity
Fruit,Fruit demand is steady.,0.5,neutral,Market Analysis,1414,0%,Technology
Sugar,Sugar prices are volatile.,0.2,down,Government Report,653,-9%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,neutral,Social Media,1196,0%,Commodity
Milk,Milk prices are steady.,0.7,neutral,Social Media,683,0%,Agriculture
Tea,Tea prices are on the rise.,0.4,down,Social Media,1989,-7%,Technology
Tea,Tea prices are on the rise.,0.6,neutral,News Website,1576,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.8,down,Government Report,768,-6%,Technology
Oil,Oil market is recovering.,0.4,neutral,Social Media,1704,0%,Manufacturing
Wheat,Wheat prices are dropping.,0.9,up,Social Media,815,9%,Agriculture
Electronics,Electronics sales are down.,0.5,neutral,Social Media,1680,0%,Commodity
Sugar,Sugar prices are volatile.,0.2,up,Government Report,1942,5%,Manufacturing
Coffee,Coffee market is steady.,0.4,down,Social Media,1306,-6%,Technology
Electronics,Electronics market is growing.,0.7,up,News Website,804,1%,Technology
Milk,Milk market is fluctuating.,0.9,down,News Website,680,-9%,Commodity
Coffee,Coffee production is increasing.,0.4,neutral,Social Media,898,0%,Agriculture
Coffee,Coffee prices are volatile.,0.4,neutral,Government Report,1694,0%,Commodity
Wheat,Wheat prices are dropping.,0.3,up,News Website,1222,1%,Technology
Milk,Milk market is fluctuating.,0.4,neutral,News Website,1635,0%,Technology
Coffee,Coffee prices are volatile.,0.2,down,Market Analysis,965,-5%,Agriculture
Fruit,Fruit market is fluctuating.,0.3,down,News Website,1028,-6%,Manufacturing
Oil,Oil prices are fluctuating.,0.2,down,Government Report,1817,-2%,Manufacturing
Wheat,Wheat production is high.,0.2,neutral,Market Analysis,1386,0%,Technology
Sugar,Sugar demand is rising.,0.7,down,Social Media,1893,-8%,Commodity
Oil,Oil prices are dropping.,0.5,neutral,Market Analysis,1003,0%,Technology
Corn,Corn production is lower than expected.,0.6,down,Market Analysis,1775,-5%,Technology
Milk,Milk prices are increasing.,0.2,up,Market Analysis,1238,2%,Agriculture
Wheat,Wheat prices are dropping.,0.7,neutral,Social Media,1850,0%,Technology
Coffee,Coffee market is steady.,0.4,down,Government Report,1613,-5%,Agriculture
Sugar,Sugar prices are increasing.,0.7,down,Market Analysis,996,-1%,Manufacturing
Electronics,Electronics sales are booming.,0.6,up,Social Media,573,4%,Commodity
Electronics,Electronics market is growing.,0.7,neutral,Government Report,1381,0%,Manufacturing
Oil,Oil market is recovering.,0.4,up,Market Analysis,1863,7%,Manufacturing
Electronics,Electronics sales are booming.,0.5,down,News Website,887,-5%,Commodity
Milk,Milk market is fluctuating.,0.3,down,Government Report,812,-6%,Manufacturing
Electronics,Electronics market is growing.,0.9,down,Social Media,1790,-2%,Commodity
Corn,Corn production is lower than expected.,0.7,down,Market Analysis,1724,-8%,Commodity
Coffee,Coffee prices are decreasing.,0.7,up,Social Media,1243,7%,Manufacturing
Sugar,Sugar prices are volatile.,0.5,up,News Website,1937,6%,Commodity
Tea,Tea demand is stable.,0.2,down,Social Media,1184,-4%,Commodity
Corn,Corn production is lower than expected.,0.4,down,News Website,1043,-8%,Commodity
Rice,Rice production is steady.,0.4,neutral,Government Report,1460,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.3,neutral,News Website,841,0%,Commodity
Oil,Oil prices are fluctuating.,0.3,up,Government Report,801,3%,Manufacturing
Fruit,Fruit prices are going up.,0.4,down,Government Report,1568,-9%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.3,up,Market Analysis,1102,9%,Manufacturing
Fruit,Fruit demand is steady.,0.3,neutral,Market Analysis,531,0%,Agriculture
Oil,Oil prices are fluctuating.,0.3,up,Government Report,721,6%,Commodity
Coffee,Coffee production is increasing.,0.9,down,Market Analysis,920,-5%,Agriculture
Coffee,Coffee market is steady.,0.8,up,Government Report,1004,7%,Agriculture
Coffee,Coffee prices are decreasing.,0.2,neutral,Social Media,502,0%,Manufacturing
Electronics,Electronics market is growing.,0.8,neutral,News Website,1708,0%,Technology
Electronics,Electronics sales are down.,0.8,up,Government Report,1984,4%,Technology
Corn,Corn market is stable.,0.4,neutral,Government Report,964,0%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.5,neutral,News Website,960,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.2,down,Market Analysis,573,-2%,Manufacturing
Oil,Oil prices are dropping.,0.7,neutral,News Website,919,0%,Manufacturing
Oil,Oil market is recovering.,0.8,neutral,News Website,1340,0%,Technology
Oil,Oil demand is increasing.,0.2,up,Social Media,745,2%,Technology
Tea,Tea market is growing.,0.9,neutral,Market Analysis,1878,0%,Commodity
Fruit,Fruit demand is steady.,0.9,down,News Website,640,-6%,Commodity
Coffee,Coffee prices are decreasing.,0.2,down,Market Analysis,1326,-1%,Agriculture
Milk,Milk production is high.,0.7,neutral,Market Analysis,1229,0%,Commodity
Wheat,Wheat prices are dropping.,0.9,neutral,Social Media,1275,0%,Commodity
Sugar,Sugar prices are increasing.,0.7,up,Social Media,816,5%,Technology
Fruit,Fruit prices are going up.,0.9,down,Government Report,1036,-9%,Technology
Oil,Oil prices are fluctuating.,0.2,up,News Website,1457,7%,Commodity
Fruit,Fruit demand is steady.,0.7,up,News Website,938,3%,Agriculture
Sugar,Sugar demand is rising.,0.2,up,Social Media,634,8%,Technology
Coffee,Coffee prices are decreasing.,0.4,down,Market Analysis,694,-9%,Agriculture
Electronics,Electronics market is growing.,0.9,neutral,Social Media,1828,0%,Technology
Coffee,Coffee production is increasing.,0.4,neutral,Market Analysis,1206,0%,Manufacturing
Tea,Tea production is stable.,0.6,up,Social Media,1110,9%,Technology
Oil,Oil demand is increasing.,0.8,down,News Website,1386,-9%,Agriculture
Sugar,Sugar prices are volatile.,0.5,down,Social Media,1709,-4%,Technology
Sugar,Sugar prices are increasing.,0.3,down,Government Report,1111,-8%,Manufacturing
Milk,Milk prices are increasing.,0.4,neutral,Market Analysis,1022,0%,Manufacturing
Coffee,Coffee prices are volatile.,0.3,up,Social Media,1195,5%,Agriculture
Wheat,Wheat prices are dropping.,0.5,up,News Website,1594,7%,Manufacturing
Coffee,Coffee market is steady.,0.5,up,News Website,1478,9%,Commodity
Rice,Rice prices are increasing.,0.4,neutral,News Website,1914,0%,Agriculture
Sugar,Sugar market is stable.,0.3,down,News Website,519,-4%,Agriculture
Sugar,Sugar prices are volatile.,0.4,down,Social Media,1312,-7%,Agriculture
Coffee,Coffee production is increasing.,0.7,neutral,Social Media,1886,0%,Commodity
Coffee,Coffee market is steady.,0.2,up,Social Media,885,5%,Technology
Fruit,Fruit prices are going up.,0.3,up,Market Analysis,692,6%,Agriculture
Sugar,Sugar prices are increasing.,0.9,up,Social Media,1520,7%,Manufacturing
Rice,Rice market is unstable.,0.3,up,News Website,1796,9%,Commodity
Rice,Rice production is steady.,0.4,down,Social Media,786,-4%,Technology
Sugar,Sugar prices are volatile.,0.2,up,Social Media,1237,6%,Manufacturing
Fruit,Fruit prices are going up.,0.2,down,Government Report,1436,-6%,Commodity
Electronics,Electronics sales are booming.,0.5,neutral,News Website,1859,0%,Agriculture
Rice,Rice prices are increasing.,0.2,neutral,News Website,1756,0%,Technology
Corn,Corn production is lower than expected.,0.2,up,Government Report,1050,2%,Manufacturing
Sugar,Sugar prices are increasing.,0.9,neutral,Social Media,566,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.7,neutral,Government Report,795,0%,Manufacturing
Milk,Milk production is high.,0.3,down,News Website,1115,-6%,Technology
Wheat,Wheat prices are expected to rise.,0.9,up,Market Analysis,1206,6%,Technology
Sugar,Sugar market is stable.,0.7,up,Social Media,734,7%,Technology
Oil,Oil demand is increasing.,0.3,up,Government Report,1573,7%,Agriculture
Milk,Milk production is high.,0.2,down,News Website,1053,-3%,Commodity
Rice,Rice prices are increasing.,0.5,neutral,Market Analysis,1693,0%,Agriculture
Sugar,Sugar demand is rising.,0.3,down,Social Media,545,-3%,Agriculture
Milk,Milk prices are increasing.,0.3,neutral,Government Report,1039,0%,Technology
Milk,Milk prices are increasing.,0.8,up,Government Report,1515,1%,Commodity
Electronics,Electronics prices are declining.,0.7,neutral,Market Analysis,1424,0%,Commodity
Rice,Rice production is steady.,0.5,down,Social Media,1421,-1%,Manufacturing
Coffee,Coffee market is steady.,0.9,neutral,Market Analysis,1827,0%,Commodity
Electronics,Electronics prices are declining.,0.3,up,Social Media,777,8%,Manufacturing
Corn,Corn production is high.,0.7,up,Social Media,794,8%,Manufacturing
Coffee,Coffee prices are volatile.,0.4,up,News Website,782,6%,Agriculture
Electronics,Electronics market is growing.,0.4,neutral,News Website,1169,0%,Agriculture
Oil,Oil market is recovering.,0.3,neutral,News Website,1334,0%,Technology
Sugar,Sugar market is stable.,0.2,neutral,News Website,969,0%,Agriculture
Tea,Tea production is stable.,0.4,up,News Website,1639,6%,Manufacturing
Rice,Rice market is unstable.,0.7,down,Social Media,583,-1%,Commodity
Milk,Milk prices are steady.,0.8,down,Market Analysis,1461,-1%,Manufacturing
Fruit,Fruit demand is steady.,0.7,up,Market Analysis,869,3%,Agriculture
Fruit,Fruit production is decreasing.,0.3,up,Market Analysis,1775,8%,Agriculture
Wheat,Wheat prices are expected to rise.,0.4,up,Social Media,963,6%,Commodity
Coffee,Coffee market is steady.,0.4,up,Social Media,1519,8%,Agriculture
Electronics,Electronics sales are down.,0.6,down,Government Report,1031,-5%,Commodity
Wheat,Wheat prices are expected to rise.,0.8,down,News Website,787,-2%,Commodity
Wheat,Wheat prices are expected to rise.,0.6,neutral,Social Media,1016,0%,Agriculture
Coffee,Coffee market is steady.,0.2,up,Market Analysis,1182,2%,Agriculture
Electronics,Electronics sales are booming.,0.2,up,News Website,721,1%,Commodity
Wheat,Wheat prices are expected to rise.,0.4,up,Market Analysis,1658,3%,Commodity
Corn,Corn production is lower than expected.,0.7,neutral,Government Report,1516,0%,Commodity
Electronics,Electronics sales are down.,0.7,up,News Website,1560,4%,Agriculture
Oil,Oil demand is increasing.,0.3,neutral,News Website,669,0%,Technology
Sugar,Sugar prices are volatile.,0.6,down,Market Analysis,1688,-4%,Agriculture
Electronics,Electronics prices are declining.,0.8,down,Government Report,1870,-3%,Technology
Corn,Corn prices are steady.,0.2,down,Social Media,1308,-9%,Technology
Rice,Rice market is unstable.,0.2,neutral,Government Report,1850,0%,Technology
Oil,Oil prices are dropping.,0.2,up,News Website,1803,1%,Technology
Wheat,Wheat prices are expected to rise.,0.9,neutral,Market Analysis,1182,0%,Technology
Tea,Tea market is growing.,0.6,down,Social Media,1174,-9%,Agriculture
Milk,Milk prices are steady.,0.3,neutral,Market Analysis,852,0%,Technology
Sugar,Sugar market is stable.,0.5,neutral,Government Report,1476,0%,Technology
Fruit,Fruit production is decreasing.,0.5,up,Government Report,1147,2%,Manufacturing
Oil,Oil demand is increasing.,0.5,neutral,Market Analysis,1414,0%,Manufacturing
Oil,Oil prices are dropping.,0.2,down,Government Report,1040,-3%,Commodity
Coffee,Coffee prices are volatile.,0.9,neutral,Market Analysis,1944,0%,Agriculture
Milk,Milk market is fluctuating.,0.6,down,Social Media,1396,-3%,Technology
Oil,Oil prices are fluctuating.,0.9,up,Market Analysis,1224,1%,Manufacturing
Milk,Milk prices are increasing.,0.5,up,News Website,1046,1%,Commodity
Electronics,Electronics market is growing.,0.3,up,Government Report,1987,6%,Technology
Sugar,Sugar market is stable.,0.3,neutral,Market Analysis,606,0%,Agriculture
Wheat,Wheat prices are dropping.,0.8,down,Government Report,1840,-6%,Manufacturing
Oil,Oil prices are dropping.,0.2,down,News Website,633,-9%,Manufacturing
Tea,Tea demand is stable.,0.7,up,News Website,1589,1%,Commodity
Rice,Rice market is unstable.,0.5,down,Social Media,1154,-9%,Agriculture
Corn,Corn production is high.,0.2,down,News Website,1423,-2%,Technology
Wheat,Wheat production is high.,0.4,down,News Website,1371,-5%,Technology
Coffee,Coffee production is increasing.,0.5,down,Market Analysis,1957,-5%,Commodity
Tea,Tea market is growing.,0.4,neutral,Market Analysis,1445,0%,Agriculture
Wheat,Wheat prices are dropping.,0.4,neutral,Government Report,1060,0%,Technology
Sugar,Sugar market is stable.,0.7,up,Government Report,1933,7%,Technology
Wheat,Wheat market is stable.,0.7,neutral,News Website,1236,0%,Commodity
Milk,Milk prices are steady.,0.7,up,Market Analysis,1728,3%,Commodity
Tea,Tea production is stable.,0.8,down,Government Report,1810,-3%,Manufacturing
Sugar,Sugar prices are increasing.,0.4,neutral,Government Report,683,0%,Manufacturing
Electronics,Electronics sales are down.,0.7,down,News Website,862,-6%,Commodity
Tea,Tea demand is stable.,0.9,up,Government Report,722,6%,Manufacturing
Tea,Tea prices are on the rise.,0.2,up,Social Media,1505,2%,Manufacturing
Wheat,Wheat production is high.,0.4,up,News Website,1714,2%,Commodity
Milk,Milk market is fluctuating.,0.2,down,Market Analysis,971,-8%,Agriculture
Wheat,Wheat production is high.,0.9,up,News Website,1366,2%,Technology
Corn,Corn production is lower than expected.,0.4,neutral,Market Analysis,1346,0%,Agriculture
Rice,Rice prices are increasing.,0.7,neutral,News Website,528,0%,Commodity
Rice,Rice prices are increasing.,0.8,down,Social Media,1517,-3%,Commodity
Fruit,Fruit prices are going up.,0.9,up,Government Report,592,8%,Agriculture
Wheat,Wheat prices are expected to rise.,0.2,up,Government Report,837,6%,Agriculture
Corn,Corn production is high.,0.8,up,News Website,965,3%,Manufacturing
Sugar,Sugar prices are volatile.,0.3,up,Government Report,753,6%,Manufacturing
Wheat,Wheat production is high.,0.4,down,Government Report,920,-3%,Manufacturing
Corn,Corn production is lower than expected.,0.2,up,Market Analysis,1886,5%,Commodity
Milk,Milk prices are steady.,0.6,neutral,Market Analysis,595,0%,Technology
Sugar,Sugar prices are increasing.,0.9,down,Government Report,1004,-9%,Technology
Corn,Corn prices are steady.,0.6,down,Market Analysis,928,-8%,Commodity
Wheat,Wheat prices are expected to rise.,0.2,down,Social Media,917,-9%,Technology
Milk,Milk prices are increasing.,0.3,neutral,Market Analysis,1675,0%,Technology
Corn,Corn prices are steady.,0.9,down,Social Media,575,-4%,Technology
Fruit,Fruit market is fluctuating.,0.8,up,News Website,1538,7%,Commodity
Electronics,Electronics market is growing.,0.8,down,News Website,1086,-9%,Technology
Electronics,Electronics prices are declining.,0.5,down,Market Analysis,1989,-8%,Manufacturing
Tea,Tea prices are on the rise.,0.3,neutral,News Website,1313,0%,Commodity
Corn,Corn production is lower than expected.,0.7,up,News Website,752,8%,Commodity
Milk,Milk market is fluctuating.,0.4,neutral,Market Analysis,825,0%,Technology
Corn,Corn market is stable.,0.8,up,News Website,925,3%,Manufacturing
Wheat,Wheat prices are dropping.,0.3,neutral,Market Analysis,960,0%,Manufacturing
Corn,Corn production is high.,0.7,neutral,Government Report,1412,0%,Technology
Rice,Rice production is steady.,0.4,down,Social Media,957,-9%,Manufacturing
Milk,Milk market is fluctuating.,0.8,down,Government Report,1771,-4%,Commodity
Milk,Milk production is high.,0.7,up,Government Report,500,1%,Agriculture
Rice,Rice prices are fluctuating.,0.3,down,News Website,657,-1%,Technology
Tea,Tea prices are on the rise.,0.3,neutral,Government Report,704,0%,Agriculture
Milk,Milk production is high.,0.3,neutral,Social Media,506,0%,Agriculture
Wheat,Wheat prices are dropping.,0.3,up,Social Media,589,5%,Manufacturing
Corn,Corn market is stable.,0.6,up,Social Media,1817,3%,Agriculture
Corn,Corn market is stable.,0.2,neutral,Social Media,1208,0%,Agriculture
Coffee,Coffee prices are volatile.,0.9,down,News Website,1577,-3%,Agriculture
Sugar,Sugar market is stable.,0.5,neutral,Social Media,1793,0%,Agriculture
Wheat,Wheat prices are expected to rise.,0.8,up,Government Report,1514,3%,Agriculture
Fruit,Fruit production is decreasing.,0.7,up,Government Report,1462,3%,Agriculture
Tea,Tea prices are on the rise.,0.3,up,News Website,1451,5%,Technology
Fruit,Fruit production is decreasing.,0.3,up,Government Report,764,2%,Technology
Rice,Rice market is unstable.,0.8,neutral,Government Report,1236,0%,Manufacturing
Wheat,Wheat production is high.,0.5,down,Social Media,685,-1%,Commodity
Tea,Tea prices are on the rise.,0.6,up,Social Media,1795,7%,Commodity
Milk,Milk production is high.,0.4,up,News Website,1437,5%,Technology
Sugar,Sugar prices are volatile.,0.6,up,Market Analysis,1796,9%,Commodity
Rice,Rice market is unstable.,0.4,neutral,Social Media,1216,0%,Commodity
Coffee,Coffee prices are volatile.,0.5,down,Government Report,966,-8%,Agriculture
Oil,Oil prices are dropping.,0.8,down,Social Media,555,-9%,Agriculture
Corn,Corn market is stable.,0.4,up,Social Media,1466,8%,Manufacturing
Tea,Tea market is growing.,0.2,neutral,Government Report,1482,0%,Technology
Wheat,Wheat production is high.,0.7,down,Social Media,1744,-6%,Manufacturing
Oil,Oil prices are dropping.,0.6,up,News Website,946,5%,Manufacturing
Corn,Corn production is high.,0.3,neutral,News Website,1692,0%,Agriculture
Sugar,Sugar prices are volatile.,0.9,neutral,Government Report,1847,0%,Manufacturing
Corn,Corn market is stable.,0.6,neutral,Government Report,655,0%,Technology
Corn,Corn market is stable.,0.2,down,Market Analysis,705,-1%,Agriculture
Rice,Rice prices are increasing.,0.3,neutral,News Website,1939,0%,Technology
Fruit,Fruit demand is steady.,0.9,up,Market Analysis,1229,1%,Commodity
Oil,Oil prices are fluctuating.,0.6,up,Social Media,1950,7%,Technology
Coffee,Coffee prices are volatile.,0.6,neutral,Social Media,1744,0%,Technology
Sugar,Sugar demand is rising.,0.4,neutral,Government Report,559,0%,Commodity
Tea,Tea demand is stable.,0.5,neutral,News Website,1868,0%,Technology
Oil,Oil prices are dropping.,0.6,down,Market Analysis,1525,-2%,Agriculture
Wheat,Wheat prices are expected to rise.,0.9,up,Social Media,1803,3%,Technology
Electronics,Electronics sales are down.,0.7,up,Social Media,506,4%,Manufacturing
Coffee,Coffee market is steady.,0.6,up,Social Media,1370,4%,Agriculture
Coffee,Coffee prices are decreasing.,0.3,up,Social Media,514,4%,Agriculture
Rice,Rice prices are increasing.,0.3,down,Market Analysis,1514,-7%,Technology
Corn,Corn production is lower than expected.,0.8,down,Social Media,1095,-5%,Technology
Coffee,Coffee production is increasing.,0.8,down,Government Report,1974,-8%,Agriculture
Oil,Oil prices are fluctuating.,0.8,up,Market Analysis,1121,7%,Manufacturing
Rice,Rice market is unstable.,0.7,up,Government Report,528,5%,Agriculture
Sugar,Sugar prices are increasing.,0.3,down,News Website,1887,-8%,Technology
Fruit,Fruit production is decreasing.,0.6,down,Market Analysis,1439,-3%,Commodity
Corn,Corn production is lower than expected.,0.5,neutral,Social Media,1331,0%,Agriculture
Rice,Rice production is steady.,0.2,up,News Website,1599,5%,Agriculture
